Padrao,Busca,NMPA_Parcial
508,BFS,269
521,BFS,271
537,BFS,271
552,BFS,274
560,BFS,276
639,BFS,277
640,BFS,277
644,BFS,278
646,BFS,278
649,BFS,280
676,BFS,280
678,BFS,281
724,BFS,281
759,BFS,281
771,BFS,282
774,BFS,282
802,BFS,283
966,BFS,285
127,BFS,289
131,BFS,291
185,BFS,293
234,BFS,294
273,BFS,296
337,BFS,297
338,BFS,298
363,BFS,302
460,BFS,302
474,BFS,303
530,BFS,304
540,BFS,304
571,BFS,305
635,BFS,308
636,BFS,310
670,BFS,311
677,BFS,312
770,BFS,313
867,BFS,313
872,BFS,313
915,BFS,316
189,BFS,318
256,BFS,319
259,BFS,321
412,BFS,323
542,BFS,324
656,BFS,325
688,BFS,326
743,BFS,327
775,BFS,328
808,BFS,331
923,BFS,331
17,BFS,332
34,BFS,333
81,BFS,334
83,BFS,335
104,BFS,336
126,BFS,339
133,BFS,340
159,BFS,341
169,BFS,343
176,BFS,344
179,BFS,345
198,BFS,346
245,BFS,347
270,BFS,347
291,BFS,348
299,BFS,349
301,BFS,350
310,BFS,350
384,BFS,352
413,BFS,353
505,BFS,355
514,BFS,356
554,BFS,357
572,BFS,359
695,BFS,361
717,BFS,363
728,BFS,364
801,BFS,364
822,BFS,367
856,BFS,367
907,BFS,369
932,BFS,369
947,BFS,371
951,BFS,372
969,BFS,372
975,BFS,373
990,BFS,375
25,BFS,376
35,BFS,378
102,BFS,379
142,BFS,379
144,BFS,381
146,BFS,382
246,BFS,387
283,BFS,387
378,BFS,388
405,BFS,388
411,BFS,390
599,BFS,391
621,BFS,392
834,BFS,394
847,BFS,396
883,BFS,398
30,BFS,400
45,BFS,403
145,BFS,404
148,BFS,404
150,BFS,405
201,BFS,406
218,BFS,407
230,BFS,408
238,BFS,410
258,BFS,411
344,BFS,411
370,BFS,411
404,BFS,412
407,BFS,413
515,BFS,415
577,BFS,417
647,BFS,418
661,BFS,421
699,BFS,422
732,BFS,423
766,BFS,424
797,BFS,425
814,BFS,427
870,BFS,429
890,BFS,430
922,BFS,430
29,BFS,434
63,BFS,435
152,BFS,435
157,BFS,436
165,BFS,437
167,BFS,438
219,BFS,438
224,BFS,441
309,BFS,441
373,BFS,444
418,BFS,447
429,BFS,448
443,BFS,449
498,BFS,450
506,BFS,450
522,BFS,450
525,BFS,455
545,BFS,457
581,BFS,458
586,BFS,458
587,BFS,460
606,BFS,460
643,BFS,464
660,BFS,465
673,BFS,467
693,BFS,468
694,BFS,469
725,BFS,470
731,BFS,472
757,BFS,473
817,BFS,475
823,BFS,476
845,BFS,476
898,BFS,477
904,BFS,479
938,BFS,480
940,BFS,480
958,BFS,481
186,BFS,485
199,BFS,486
250,BFS,486
313,BFS,487
324,BFS,489
336,BFS,489
376,BFS,491
382,BFS,494
394,BFS,495
455,BFS,495
627,BFS,497
641,BFS,497
799,BFS,498
809,BFS,499
810,BFS,499
816,BFS,499
841,BFS,501
854,BFS,502
865,BFS,505
875,BFS,505
892,BFS,505
927,BFS,506
928,BFS,510
929,BFS,512
959,BFS,513
2,BFS,514
40,BFS,515
147,BFS,517
149,BFS,519
182,BFS,519
248,BFS,521
251,BFS,522
254,BFS,523
396,BFS,523
409,BFS,524
416,BFS,525
438,BFS,528
468,BFS,529
473,BFS,529
679,BFS,532
713,BFS,532
753,BFS,534
830,BFS,535
939,BFS,535
950,BFS,537
984,BFS,537
995,BFS,538
9,BFS,538
46,BFS,539
77,BFS,540
89,BFS,541
120,BFS,541
197,BFS,542
236,BFS,542
276,BFS,542
307,BFS,543
398,BFS,543
567,BFS,544
585,BFS,547
664,BFS,548
702,BFS,549
763,BFS,551
979,BFS,551
64,BFS,553
213,BFS,553
232,BFS,553
439,BFS,553
448,BFS,554
463,BFS,557
526,BFS,557
623,BFS,559
663,BFS,559
781,BFS,560
902,BFS,560
8,BFS,560
31,BFS,560
80,BFS,560
82,BFS,560
110,BFS,561
240,BFS,562
321,BFS,563
341,BFS,563
362,BFS,563
414,BFS,564
417,BFS,564
419,BFS,564
421,BFS,565
436,BFS,567
513,BFS,569
604,BFS,570
722,BFS,571
930,BFS,571
36,BFS,573
128,BFS,574
132,BFS,576
260,BFS,577
355,BFS,577
383,BFS,577
410,BFS,579
424,BFS,581
465,BFS,581
469,BFS,581
562,BFS,583
566,BFS,584
667,BFS,585
720,BFS,585
749,BFS,585
776,BFS,587
827,BFS,587
964,BFS,588
7,BFS,589
38,BFS,590
116,BFS,591
350,BFS,591
389,BFS,592
457,BFS,594
477,BFS,595
518,BFS,596
531,BFS,597
574,BFS,597
578,BFS,599
608,BFS,601
654,BFS,605
696,BFS,606
779,BFS,607
803,BFS,608
813,BFS,609
843,BFS,609
891,BFS,609
903,BFS,609
949,BFS,610
137,BFS,611
141,BFS,612
361,BFS,614
570,BFS,615
642,BFS,617
705,BFS,619
742,BFS,622
754,BFS,622
767,BFS,623
796,BFS,626
868,BFS,627
886,BFS,627
999,BFS,628
242,BFS,629
322,BFS,630
332,BFS,630
400,BFS,630
432,BFS,633
441,BFS,633
583,BFS,633
626,BFS,633
838,BFS,637
50,BFS,637
314,BFS,637
403,BFS,637
408,BFS,638
440,BFS,638
444,BFS,638
466,BFS,638
625,BFS,639
690,BFS,642
971,BFS,642
974,BFS,642
74,BFS,645
140,BFS,645
175,BFS,646
212,BFS,646
287,BFS,649
365,BFS,652
496,BFS,652
517,BFS,654
534,BFS,654
538,BFS,655
564,BFS,656
590,BFS,656
617,BFS,657
698,BFS,662
719,BFS,662
828,BFS,665
866,BFS,666
924,BFS,666
942,BFS,666
962,BFS,666
982,BFS,666
996,BFS,667
18,BFS,668
55,BFS,669
71,BFS,671
76,BFS,672
96,BFS,672
172,BFS,672
214,BFS,672
217,BFS,672
239,BFS,673
277,BFS,673
311,BFS,674
512,BFS,676
592,BFS,677
596,BFS,677
611,BFS,679
668,BFS,681
683,BFS,682
765,BFS,682
826,BFS,682
846,BFS,682
961,BFS,683
981,BFS,686
67,BFS,687
86,BFS,687
208,BFS,687
209,BFS,687
289,BFS,687
401,BFS,687
452,BFS,688
630,BFS,688
653,BFS,690
738,BFS,690
741,BFS,691
818,BFS,691
849,BFS,691
858,BFS,692
889,BFS,695
952,BFS,695
14,BFS,695
41,BFS,696
202,BFS,697
222,BFS,697
231,BFS,697
243,BFS,698
356,BFS,700
392,BFS,700
536,BFS,700
573,BFS,700
723,BFS,700
733,BFS,701
748,BFS,701
844,BFS,701
42,BFS,701
44,BFS,701
85,BFS,701
339,BFS,701
357,BFS,701
428,BFS,701
584,BFS,702
594,BFS,702
714,BFS,703
736,BFS,704
789,BFS,705
819,BFS,705
914,BFS,706
968,BFS,707
6,BFS,708
173,BFS,708
916,BFS,708
934,BFS,708
265,BFS,708
297,BFS,709
451,BFS,711
484,BFS,711
507,BFS,711
616,BFS,711
620,BFS,713
684,BFS,713
709,BFS,714
712,BFS,714
805,BFS,714
811,BFS,714
837,BFS,714
839,BFS,715
853,BFS,716
864,BFS,718
913,BFS,718
918,BFS,718
945,BFS,721
993,BFS,722
13,BFS,722
161,BFS,722
347,BFS,723
381,BFS,723
425,BFS,723
426,BFS,724
459,BFS,724
715,BFS,724
790,BFS,725
821,BFS,725
200,BFS,726
252,BFS,726
267,BFS,726
275,BFS,726
312,BFS,726
333,BFS,726
340,BFS,726
349,BFS,727
358,BFS,731
359,BFS,732
483,BFS,735
491,BFS,735
510,BFS,736
528,BFS,736
556,BFS,737
645,BFS,737
650,BFS,740
734,BFS,741
761,BFS,741
815,BFS,741
825,BFS,743
881,BFS,744
888,BFS,746
941,BFS,746
53,BFS,747
69,BFS,747
170,BFS,747
180,BFS,747
204,BFS,748
326,BFS,749
388,BFS,749
437,BFS,752
500,BFS,752
546,BFS,753
597,BFS,753
607,BFS,753
612,BFS,753
744,BFS,753
752,BFS,753
778,BFS,753
37,BFS,753
659,BFS,755
835,BFS,757
871,BFS,758
896,BFS,758
115,BFS,758
134,BFS,758
976,BFS,758
997,BFS,760
39,BFS,761
60,BFS,763
221,BFS,764
461,BFS,764
462,BFS,766
488,BFS,767
524,BFS,767
563,BFS,767
602,BFS,768
721,BFS,768
855,BFS,769
876,BFS,770
987,BFS,770
27,BFS,770
28,BFS,770
98,BFS,771
192,BFS,771
235,BFS,771
264,BFS,772
541,BFS,772
648,BFS,773
730,BFS,774
804,BFS,774
852,BFS,775
863,BFS,775
58,BFS,776
187,BFS,778
227,BFS,778
241,BFS,781
255,BFS,781
330,BFS,781
360,BFS,781
367,BFS,781
523,BFS,781
90,BFS,781
557,BFS,781
874,BFS,781
933,BFS,781
87,BFS,782
97,BFS,782
262,BFS,783
263,BFS,783
286,BFS,783
446,BFS,785
454,BFS,785
548,BFS,785
555,BFS,785
658,BFS,785
954,BFS,785
580,BFS,786
737,BFS,786
274,BFS,788
495,BFS,788
504,BFS,789
550,BFS,790
628,BFS,791
704,BFS,791
946,BFS,791
985,BFS,792
329,BFS,792
549,BFS,792
559,BFS,792
785,BFS,792
4,BFS,793
787,BFS,794
21,BFS,795
195,BFS,795
666,BFS,795
729,BFS,796
773,BFS,796
800,BFS,797
840,BFS,798
22,BFS,798
632,BFS,798
710,BFS,798
978,BFS,798
10,BFS,799
136,BFS,800
193,BFS,800
366,BFS,800
551,BFS,800
680,BFS,801
682,BFS,802
780,BFS,802
836,BFS,802
911,BFS,803
372,BFS,803
94,BFS,803
315,BFS,803
374,BFS,803
595,BFS,803
708,BFS,803
751,BFS,803
211,BFS,803
11,BFS,803
95,BFS,803
106,BFS,803
247,BFS,803
320,BFS,803
689,BFS,804
793,BFS,804
992,BFS,804
24,BFS,804
319,BFS,804
629,BFS,804
885,BFS,804
953,BFS,804
980,BFS,804
23,BFS,804
430,BFS,804
520,BFS,804
711,BFS,804
760,BFS,804
937,BFS,804
899,BFS,804
598,BFS,804
613,BFS,804
674,BFS,805
807,BFS,805
166,BFS,805
188,BFS,806
203,BFS,806
244,BFS,806
576,BFS,807
591,BFS,807
697,BFS,807
57,BFS,807
216,BFS,808
470,BFS,808
662,BFS,808
829,BFS,808
943,BFS,808
73,BFS,808
298,BFS,808
323,BFS,808
346,BFS,809
860,BFS,809
125,BFS,809
288,BFS,809
539,BFS,809
544,BFS,809
138,BFS,809
257,BFS,810
293,BFS,810
442,BFS,810
499,BFS,810
605,BFS,811
302,BFS,811
501,BFS,811
756,BFS,811
895,BFS,812
850,BFS,813
52,BFS,813
206,BFS,813
294,BFS,813
343,BFS,813
485,BFS,813
657,BFS,813
727,BFS,813
777,BFS,813
944,BFS,813
61,BFS,813
88,BFS,813
191,BFS,813
220,BFS,813
449,BFS,813
665,BFS,813
160,BFS,813
190,BFS,814
387,BFS,814
965,BFS,814
196,BFS,814
269,BFS,814
305,BFS,814
794,BFS,814
908,BFS,814
278,BFS,814
532,BFS,814
579,BFS,814
593,BFS,814
43,BFS,814
143,BFS,814
348,BFS,814
806,BFS,814
1,BFS,814
233,BFS,814
726,BFS,814
786,BFS,814
129,BFS,814
479,BFS,814
93,BFS,814
553,BFS,815
859,BFS,815
353,BFS,815
369,BFS,815
910,BFS,815
935,BFS,815
795,BFS,815
842,BFS,816
20,BFS,816
331,BFS,816
493,BFS,816
589,BFS,816
271,BFS,816
651,BFS,816
130,BFS,816
114,BFS,816
207,BFS,816
272,BFS,816
292,BFS,816
614,BFS,816
334,BFS,816
352,BFS,816
755,BFS,816
113,BFS,816
316,BFS,817
887,BFS,818
948,BFS,819
502,BFS,819
879,BFS,819
824,BFS,819
851,BFS,819
181,BFS,820
229,BFS,820
762,BFS,820
878,BFS,820
368,BFS,820
119,BFS,820
792,BFS,820
783,BFS,820
317,BFS,820
633,BFS,821
740,BFS,822
882,BFS,822
986,BFS,822
33,BFS,822
672,BFS,822
325,BFS,822
494,BFS,822
210,BFS,822
112,BFS,822
171,BFS,822
582,BFS,822
385,BFS,822
960,BFS,822
569,BFS,822
963,BFS,822
486,BFS,822
527,BFS,822
561,BFS,822
764,BFS,822
575,BFS,822
618,BFS,822
285,BFS,822
624,BFS,823
121,BFS,823
956,BFS,823
547,BFS,823
453,BFS,823
615,BFS,824
158,BFS,824
739,BFS,824
476,BFS,824
955,BFS,824
54,BFS,824
701,BFS,824
588,BFS,824
637,BFS,824
342,BFS,824
967,BFS,824
390,BFS,824
