Padrao,Busca,NMPA_Parcial
576,BFS,709
578,BFS,710
615,BFS,710
620,BFS,710
634,BFS,710
639,BFS,710
654,BFS,711
662,BFS,712
679,BFS,712
686,BFS,713
740,BFS,713
106,BFS,713
119,BFS,713
139,BFS,713
156,BFS,713
159,BFS,713
195,BFS,713
205,BFS,713
219,BFS,713
230,BFS,713
231,BFS,713
245,BFS,713
354,BFS,714
363,BFS,714
370,BFS,715
405,BFS,715
443,BFS,715
529,BFS,715
583,BFS,715
627,BFS,715
682,BFS,715
758,BFS,715
771,BFS,715
40,BFS,716
44,BFS,716
51,BFS,717
63,BFS,718
83,BFS,718
92,BFS,720
107,BFS,720
113,BFS,721
117,BFS,721
152,BFS,722
167,BFS,723
183,BFS,724
204,BFS,724
220,BFS,724
242,BFS,726
246,BFS,726
250,BFS,727
257,BFS,727
279,BFS,727
331,BFS,727
359,BFS,727
395,BFS,728
433,BFS,728
445,BFS,728
478,BFS,729
499,BFS,730
512,BFS,731
525,BFS,731
542,BFS,731
563,BFS,731
567,BFS,731
655,BFS,731
667,BFS,732
699,BFS,732
720,BFS,733
755,BFS,733
97,BFS,733
171,BFS,733
172,BFS,734
229,BFS,734
263,BFS,734
277,BFS,734
320,BFS,734
321,BFS,734
340,BFS,734
350,BFS,734
368,BFS,734
378,BFS,735
439,BFS,735
503,BFS,736
609,BFS,736
695,BFS,736
778,BFS,736
160,BFS,736
175,BFS,737
238,BFS,737
287,BFS,739
300,BFS,739
301,BFS,739
401,BFS,739
455,BFS,739
549,BFS,740
633,BFS,740
653,BFS,740
737,BFS,740
768,BFS,740
8,BFS,740
13,BFS,740
52,BFS,740
130,BFS,740
180,BFS,740
211,BFS,741
290,BFS,742
339,BFS,742
366,BFS,742
440,BFS,742
537,BFS,742
589,BFS,743
652,BFS,743
658,BFS,743
668,BFS,743
669,BFS,743
696,BFS,743
723,BFS,743
795,BFS,743
10,BFS,743
57,BFS,744
123,BFS,744
134,BFS,744
164,BFS,745
177,BFS,746
188,BFS,746
198,BFS,746
209,BFS,746
221,BFS,746
223,BFS,746
255,BFS,746
259,BFS,746
308,BFS,746
323,BFS,746
398,BFS,746
402,BFS,746
490,BFS,746
495,BFS,746
518,BFS,747
605,BFS,747
632,BFS,747
640,BFS,747
650,BFS,747
691,BFS,747
711,BFS,747
170,BFS,747
190,BFS,747
332,BFS,747
404,BFS,747
470,BFS,747
551,BFS,747
557,BFS,747
178,BFS,748
179,BFS,748
248,BFS,748
264,BFS,748
273,BFS,748
288,BFS,748
328,BFS,748
345,BFS,748
355,BFS,748
364,BFS,748
412,BFS,748
435,BFS,748
538,BFS,748
588,BFS,748
613,BFS,748
674,BFS,748
715,BFS,748
735,BFS,748
760,BFS,748
787,BFS,748
28,BFS,748
59,BFS,748
111,BFS,748
200,BFS,748
258,BFS,748
294,BFS,748
314,BFS,748
353,BFS,748
374,BFS,748
400,BFS,748
430,BFS,748
462,BFS,748
497,BFS,748
502,BFS,748
507,BFS,748
540,BFS,748
544,BFS,748
601,BFS,748
789,BFS,748
43,BFS,748
166,BFS,748
436,BFS,748
471,BFS,748
519,BFS,748
562,BFS,748
777,BFS,748
58,BFS,748
743,BFS,748
38,BFS,749
151,BFS,749
330,BFS,749
343,BFS,749
582,BFS,749
612,BFS,749
34,BFS,749
222,BFS,749
535,BFS,749
36,BFS,749
169,BFS,749
269,BFS,749
466,BFS,749
479,BFS,749
697,BFS,749
71,BFS,749
91,BFS,749
485,BFS,749
530,BFS,749
564,BFS,749
731,BFS,749
747,BFS,749
12,BFS,749
64,BFS,749
192,BFS,749
425,BFS,749
446,BFS,749
577,BFS,749
651,BFS,749
746,BFS,749
752,BFS,749
762,BFS,749
50,BFS,749
68,BFS,749
147,BFS,749
161,BFS,749
214,BFS,749
382,BFS,749
384,BFS,749
508,BFS,749
539,BFS,749
554,BFS,749
644,BFS,749
661,BFS,749
692,BFS,749
716,BFS,749
799,BFS,749
73,BFS,749
74,BFS,749
120,BFS,749
372,BFS,749
618,BFS,749
16,BFS,749
17,BFS,749
341,BFS,749
371,BFS,749
381,BFS,749
460,BFS,749
598,BFS,749
624,BFS,749
132,BFS,749
143,BFS,749
707,BFS,749
168,BFS,749
227,BFS,749
407,BFS,749
475,BFS,749
236,BFS,749
509,BFS,749
623,BFS,749
672,BFS,750
708,BFS,750
93,BFS,751
421,BFS,751
477,BFS,751
165,BFS,752
99,BFS,752
586,BFS,752
701,BFS,752
254,BFS,752
82,BFS,752
663,BFS,752
675,BFS,752
94,BFS,752
348,BFS,752
550,BFS,752
88,BFS,752
327,BFS,752
780,BFS,752
14,BFS,752
338,BFS,752
794,BFS,752
489,BFS,752
322,BFS,752
543,BFS,752
786,BFS,752
657,BFS,752
