Padrão,Densidade,Busca
570,0.06238238238238238,DFS
600,0.06238238238238238,DFS
611,0.06238238238238238,DFS
631,0.06238238238238238,DFS
635,0.06238238238238238,DFS
640,0.06238238238238238,DFS
670,0.06238238238238238,DFS
686,0.06238238238238238,DFS
704,0.06238238238238238,DFS
713,0.06238238238238238,DFS
719,0.06238238238238238,DFS
720,0.06238238238238238,DFS
723,0.06238238238238238,DFS
762,0.06238238238238238,DFS
783,0.06238238238238238,DFS
787,0.06238238238238238,DFS
796,0.06238238238238238,DFS
801,0.06238238238238238,DFS
839,0.06238238238238238,DFS
853,0.06238238238238238,DFS
865,0.06238238238238238,DFS
901,0.06238238238238238,DFS
913,0.06238238238238238,DFS
926,0.06238238238238238,DFS
937,0.06238238238238238,DFS
954,0.06238238238238238,DFS
980,0.06238238238238238,DFS
983,0.06238238238238238,DFS
659,0.06238238238238238,DFS
11,0.06238238238238238,DFS
17,0.06238238238238238,DFS
27,0.06238238238238238,DFS
66,0.06238238238238238,DFS
71,0.06238238238238238,DFS
87,0.06238238238238238,DFS
106,0.06238238238238238,DFS
139,0.06238238238238238,DFS
159,0.06238238238238238,DFS
191,0.06238238238238238,DFS
211,0.06238238238238238,DFS
215,0.06238238238238238,DFS
223,0.06238238238238238,DFS
247,0.06238238238238238,DFS
315,0.06238238238238238,DFS
333,0.06238238238238238,DFS
334,0.06238238238238238,DFS
348,0.06238238238238238,DFS
392,0.06238238238238238,DFS
437,0.06238238238238238,DFS
448,0.06238238238238238,DFS
453,0.06238238238238238,DFS
482,0.06238238238238238,DFS
487,0.06238238238238238,DFS
526,0.06238238238238238,DFS
578,0.06238238238238238,DFS
583,0.06238238238238238,DFS
612,0.06238238238238238,DFS
629,0.06238238238238238,DFS
649,0.06238238238238238,DFS
684,0.06238238238238238,DFS
698,0.06238238238238238,DFS
699,0.06238238238238238,DFS
709,0.06238238238238238,DFS
716,0.06238238238238238,DFS
731,0.06238238238238238,DFS
774,0.06238238238238238,DFS
781,0.06238238238238238,DFS
791,0.06238238238238238,DFS
797,0.06238238238238238,DFS
800,0.06238238238238238,DFS
808,0.06238238238238238,DFS
817,0.06238238238238238,DFS
849,0.06238238238238238,DFS
859,0.06238238238238238,DFS
866,0.06238238238238238,DFS
878,0.06238238238238238,DFS
881,0.06238238238238238,DFS
885,0.06238238238238238,DFS
888,0.06238238238238238,DFS
912,0.06238238238238238,DFS
915,0.06238238238238238,DFS
917,0.06238238238238238,DFS
969,0.06238238238238238,DFS
972,0.06238238238238238,DFS
976,0.06238238238238238,DFS
974,0.06238238238238238,DFS
25,0.06238238238238238,DFS
43,0.06238238238238238,DFS
164,0.06238238238238238,DFS
189,0.06238238238238238,DFS
238,0.06238238238238238,DFS
263,0.06238238238238238,DFS
266,0.06238238238238238,DFS
267,0.06238238238238238,DFS
322,0.06238238238238238,DFS
360,0.06238238238238238,DFS
371,0.06238238238238238,DFS
445,0.06238238238238238,DFS
504,0.06238238238238238,DFS
516,0.06238238238238238,DFS
540,0.06238238238238238,DFS
555,0.06238238238238238,DFS
568,0.06238238238238238,DFS
569,0.06238238238238238,DFS
592,0.06238238238238238,DFS
637,0.06238238238238238,DFS
656,0.06238238238238238,DFS
661,0.06238238238238238,DFS
669,0.06238238238238238,DFS
674,0.06238238238238238,DFS
676,0.06238238238238238,DFS
687,0.06238238238238238,DFS
689,0.06238238238238238,DFS
705,0.06238238238238238,DFS
710,0.06238238238238238,DFS
759,0.06238238238238238,DFS
824,0.06238238238238238,DFS
828,0.06238238238238238,DFS
856,0.06238238238238238,DFS
873,0.06238238238238238,DFS
875,0.06238238238238238,DFS
890,0.06238238238238238,DFS
892,0.06238238238238238,DFS
903,0.06238238238238238,DFS
947,0.06238238238238238,DFS
958,0.06238238238238238,DFS
979,0.06238238238238238,DFS
49,0.06238238238238238,DFS
884,0.06238238238238238,DFS
18,0.06238238238238238,DFS
58,0.06238238238238238,DFS
62,0.06238238238238238,DFS
90,0.06238238238238238,DFS
101,0.06238238238238238,DFS
109,0.06238238238238238,DFS
125,0.06238238238238238,DFS
130,0.06238238238238238,DFS
135,0.06238238238238238,DFS
137,0.06238238238238238,DFS
140,0.06238238238238238,DFS
157,0.06238238238238238,DFS
161,0.06238238238238238,DFS
185,0.06238238238238238,DFS
201,0.06238238238238238,DFS
218,0.06238238238238238,DFS
229,0.06238238238238238,DFS
232,0.06238238238238238,DFS
250,0.06238238238238238,DFS
276,0.06238238238238238,DFS
281,0.06238238238238238,DFS
291,0.06238238238238238,DFS
297,0.06238238238238238,DFS
316,0.06238238238238238,DFS
329,0.06238238238238238,DFS
358,0.06238238238238238,DFS
391,0.06238238238238238,DFS
425,0.06238238238238238,DFS
432,0.06238238238238238,DFS
455,0.06238238238238238,DFS
459,0.06238238238238238,DFS
478,0.06238238238238238,DFS
481,0.06238238238238238,DFS
505,0.06238238238238238,DFS
525,0.06238238238238238,DFS
532,0.06238238238238238,DFS
534,0.06238238238238238,DFS
558,0.06238238238238238,DFS
560,0.06238238238238238,DFS
561,0.06238238238238238,DFS
563,0.06238238238238238,DFS
586,0.06238238238238238,DFS
610,0.06238238238238238,DFS
643,0.06238238238238238,DFS
652,0.06238238238238238,DFS
678,0.06238238238238238,DFS
748,0.06238238238238238,DFS
779,0.06238238238238238,DFS
803,0.06238238238238238,DFS
805,0.06238238238238238,DFS
811,0.06238238238238238,DFS
840,0.06238238238238238,DFS
851,0.06238238238238238,DFS
886,0.06238238238238238,DFS
898,0.06238238238238238,DFS
924,0.06238238238238238,DFS
941,0.06238238238238238,DFS
949,0.06238238238238238,DFS
985,0.06238238238238238,DFS
996,0.06238238238238238,DFS
104,0.06238238238238238,DFS
940,0.06238238238238238,DFS
5,0.06238238238238238,DFS
57,0.06238238238238238,DFS
85,0.06238238238238238,DFS
92,0.06238238238238238,DFS
105,0.06238238238238238,DFS
128,0.06238238238238238,DFS
146,0.06238238238238238,DFS
150,0.06238238238238238,DFS
175,0.06238238238238238,DFS
203,0.06238238238238238,DFS
265,0.06238238238238238,DFS
320,0.06238238238238238,DFS
346,0.06238238238238238,DFS
375,0.06238238238238238,DFS
410,0.06238238238238238,DFS
411,0.06238238238238238,DFS
416,0.06238238238238238,DFS
427,0.06238238238238238,DFS
447,0.06238238238238238,DFS
450,0.06238238238238238,DFS
467,0.06238238238238238,DFS
494,0.06238238238238238,DFS
498,0.06238238238238238,DFS
507,0.06238238238238238,DFS
514,0.06238238238238238,DFS
528,0.06238238238238238,DFS
531,0.06238238238238238,DFS
575,0.06238238238238238,DFS
613,0.06238238238238238,DFS
621,0.06238238238238238,DFS
623,0.06238238238238238,DFS
740,0.06238238238238238,DFS
745,0.06238238238238238,DFS
765,0.06238238238238238,DFS
790,0.06238238238238238,DFS
813,0.06238238238238238,DFS
815,0.06238238238238238,DFS
879,0.06238238238238238,DFS
920,0.06238238238238238,DFS
935,0.06238238238238238,DFS
936,0.06238238238238238,DFS
938,0.06238238238238238,DFS
948,0.06238238238238238,DFS
977,0.06238238238238238,DFS
999,0.06238238238238238,DFS
192,0.06238238238238238,DFS
222,0.06238238238238238,DFS
32,0.06238238238238238,DFS
46,0.06238238238238238,DFS
82,0.06238238238238238,DFS
119,0.06238238238238238,DFS
120,0.06238238238238238,DFS
173,0.06238238238238238,DFS
182,0.06238238238238238,DFS
186,0.06238238238238238,DFS
194,0.06238238238238238,DFS
212,0.06238238238238238,DFS
256,0.06238238238238238,DFS
273,0.06238238238238238,DFS
285,0.06238238238238238,DFS
319,0.06238238238238238,DFS
351,0.06238238238238238,DFS
394,0.06238238238238238,DFS
426,0.06238238238238238,DFS
435,0.06238238238238238,DFS
472,0.06238238238238238,DFS
486,0.06238238238238238,DFS
544,0.06238238238238238,DFS
546,0.06238238238238238,DFS
552,0.06238238238238238,DFS
554,0.06238238238238238,DFS
593,0.06238238238238238,DFS
597,0.06238238238238238,DFS
628,0.06238238238238238,DFS
701,0.06238238238238238,DFS
728,0.06238238238238238,DFS
742,0.06238238238238238,DFS
754,0.06238238238238238,DFS
818,0.06238238238238238,DFS
822,0.06238238238238238,DFS
867,0.06238238238238238,DFS
877,0.06238238238238238,DFS
883,0.06238238238238238,DFS
910,0.06238238238238238,DFS
944,0.06238238238238238,DFS
962,0.06238238238238238,DFS
964,0.06238238238238238,DFS
967,0.06238238238238238,DFS
984,0.06238238238238238,DFS
986,0.06238238238238238,DFS
609,0.06238238238238238,DFS
52,0.06238238238238238,DFS
67,0.06238238238238238,DFS
100,0.06238238238238238,DFS
117,0.06238238238238238,DFS
131,0.06238238238238238,DFS
167,0.06238238238238238,DFS
187,0.06238238238238238,DFS
249,0.06238238238238238,DFS
258,0.06238238238238238,DFS
260,0.06238238238238238,DFS
277,0.06238238238238238,DFS
292,0.06238238238238238,DFS
295,0.06238238238238238,DFS
339,0.06238238238238238,DFS
374,0.06238238238238238,DFS
434,0.06238238238238238,DFS
475,0.06238238238238238,DFS
497,0.06238238238238238,DFS
550,0.06238238238238238,DFS
617,0.06238238238238238,DFS
682,0.06238238238238238,DFS
685,0.06238238238238238,DFS
721,0.06238238238238238,DFS
730,0.06238238238238238,DFS
756,0.06238238238238238,DFS
807,0.06238238238238238,DFS
843,0.06238238238238238,DFS
858,0.06238238238238238,DFS
918,0.06238238238238238,DFS
965,0.06238238238238238,DFS
124,0.06238238238238238,DFS
407,0.06238238238238238,DFS
245,0.06238238238238238,DFS
757,0.06238238238238238,DFS
35,0.06238238238238238,DFS
44,0.06238238238238238,DFS
61,0.06238238238238238,DFS
110,0.06238238238238238,DFS
123,0.06238238238238238,DFS
136,0.06238238238238238,DFS
149,0.06238238238238238,DFS
172,0.06238238238238238,DFS
216,0.06238238238238238,DFS
219,0.06238238238238238,DFS
221,0.06238238238238238,DFS
236,0.06238238238238238,DFS
246,0.06238238238238238,DFS
264,0.06238238238238238,DFS
287,0.06238238238238238,DFS
293,0.06238238238238238,DFS
304,0.06238238238238238,DFS
312,0.06238238238238238,DFS
328,0.06238238238238238,DFS
345,0.06238238238238238,DFS
349,0.06238238238238238,DFS
362,0.06238238238238238,DFS
376,0.06238238238238238,DFS
379,0.06238238238238238,DFS
397,0.06238238238238238,DFS
402,0.06238238238238238,DFS
404,0.06238238238238238,DFS
412,0.06238238238238238,DFS
417,0.06238238238238238,DFS
418,0.06238238238238238,DFS
422,0.06238238238238238,DFS
429,0.06238238238238238,DFS
439,0.06238238238238238,DFS
440,0.06238238238238238,DFS
458,0.06238238238238238,DFS
533,0.06238238238238238,DFS
571,0.06238238238238238,DFS
590,0.06238238238238238,DFS
644,0.06238238238238238,DFS
653,0.06238238238238238,DFS
657,0.06238238238238238,DFS
677,0.06238238238238238,DFS
700,0.06238238238238238,DFS
702,0.06238238238238238,DFS
715,0.06238238238238238,DFS
718,0.06238238238238238,DFS
769,0.06238238238238238,DFS
770,0.06238238238238238,DFS
802,0.06238238238238238,DFS
820,0.06238238238238238,DFS
821,0.06238238238238238,DFS
833,0.06238238238238238,DFS
846,0.06238238238238238,DFS
861,0.06238238238238238,DFS
902,0.06238238238238238,DFS
922,0.06238238238238238,DFS
997,0.06238238238238238,DFS
491,0.06238238238238238,DFS
8,0.06238238238238238,DFS
16,0.06238238238238238,DFS
77,0.06238238238238238,DFS
95,0.06238238238238238,DFS
134,0.06238238238238238,DFS
181,0.06238238238238238,DFS
200,0.06238238238238238,DFS
202,0.06238238238238238,DFS
278,0.06238238238238238,DFS
279,0.06238238238238238,DFS
330,0.06238238238238238,DFS
344,0.06238238238238238,DFS
353,0.06238238238238238,DFS
377,0.06238238238238238,DFS
393,0.06238238238238238,DFS
414,0.06238238238238238,DFS
419,0.06238238238238238,DFS
471,0.06238238238238238,DFS
539,0.06238238238238238,DFS
622,0.06238238238238238,DFS
636,0.06238238238238238,DFS
639,0.06238238238238238,DFS
690,0.06238238238238238,DFS
726,0.06238238238238238,DFS
739,0.06238238238238238,DFS
766,0.06238238238238238,DFS
834,0.06238238238238238,DFS
845,0.06238238238238238,DFS
876,0.06238238238238238,DFS
906,0.06238238238238238,DFS
951,0.06238238238238238,DFS
400,0.06238238238238238,DFS
214,0.06238238238238238,DFS
298,0.06238238238238238,DFS
641,0.06238238238238238,DFS
929,0.06238238238238238,DFS
13,0.06238238238238238,DFS
45,0.06238238238238238,DFS
63,0.06238238238238238,DFS
70,0.06238238238238238,DFS
72,0.06238238238238238,DFS
81,0.06238238238238238,DFS
108,0.06238238238238238,DFS
144,0.06238238238238238,DFS
204,0.06238238238238238,DFS
217,0.06238238238238238,DFS
220,0.06238238238238238,DFS
233,0.06238238238238238,DFS
234,0.06238238238238238,DFS
242,0.06238238238238238,DFS
257,0.06238238238238238,DFS
274,0.06238238238238238,DFS
294,0.06238238238238238,DFS
305,0.06238238238238238,DFS
327,0.06238238238238238,DFS
347,0.06238238238238238,DFS
408,0.06238238238238238,DFS
413,0.06238238238238238,DFS
451,0.06238238238238238,DFS
484,0.06238238238238238,DFS
502,0.06238238238238238,DFS
503,0.06238238238238238,DFS
508,0.06238238238238238,DFS
523,0.06238238238238238,DFS
529,0.06238238238238238,DFS
551,0.06238238238238238,DFS
580,0.06238238238238238,DFS
615,0.06238238238238238,DFS
616,0.06238238238238238,DFS
627,0.06238238238238238,DFS
655,0.06238238238238238,DFS
693,0.06238238238238238,DFS
697,0.06238238238238238,DFS
703,0.06238238238238238,DFS
729,0.06238238238238238,DFS
752,0.06238238238238238,DFS
758,0.06238238238238238,DFS
764,0.06238238238238238,DFS
810,0.06238238238238238,DFS
838,0.06238238238238238,DFS
854,0.06238238238238238,DFS
880,0.06238238238238238,DFS
914,0.06238238238238238,DFS
942,0.06238238238238238,DFS
956,0.06238238238238238,DFS
961,0.06238238238238238,DFS
515,0.06238238238238238,DFS
646,0.06238238238238238,DFS
679,0.06238238238238238,DFS
3,0.06238238238238238,DFS
10,0.06238238238238238,DFS
47,0.06238238238238238,DFS
80,0.06238238238238238,DFS
94,0.06238238238238238,DFS
193,0.06238238238238238,DFS
206,0.06238238238238238,DFS
326,0.06238238238238238,DFS
357,0.06238238238238238,DFS
463,0.06238238238238238,DFS
488,0.06238238238238238,DFS
557,0.06238238238238238,DFS
572,0.06238238238238238,DFS
589,0.06238238238238238,DFS
660,0.06238238238238238,DFS
708,0.06238238238238238,DFS
744,0.06238238238238238,DFS
771,0.06238238238238238,DFS
823,0.06238238238238238,DFS
836,0.06238238238238238,DFS
847,0.06238238238238238,DFS
869,0.06238238238238238,DFS
871,0.06238238238238238,DFS
933,0.06238238238238238,DFS
952,0.06238238238238238,DFS
987,0.06238238238238238,DFS
991,0.06238238238238238,DFS
763,0.06238238238238238,DFS
254,0.06238238238238238,DFS
2,0.06238238238238238,DFS
30,0.06238238238238238,DFS
48,0.06238238238238238,DFS
96,0.06238238238238238,DFS
122,0.06238238238238238,DFS
129,0.06238238238238238,DFS
160,0.06238238238238238,DFS
162,0.06238238238238238,DFS
174,0.06238238238238238,DFS
269,0.06238238238238238,DFS
275,0.06238238238238238,DFS
309,0.06238238238238238,DFS
325,0.06238238238238238,DFS
361,0.06238238238238238,DFS
415,0.06238238238238238,DFS
474,0.06238238238238238,DFS
476,0.06238238238238238,DFS
535,0.06238238238238238,DFS
594,0.06238238238238238,DFS
632,0.06238238238238238,DFS
668,0.06238238238238238,DFS
734,0.06238238238238238,DFS
753,0.06238238238238238,DFS
768,0.06238238238238238,DFS
806,0.06238238238238238,DFS
812,0.06238238238238238,DFS
897,0.06238238238238238,DFS
930,0.06238238238238238,DFS
953,0.06238238238238238,DFS
29,0.06238238238238238,DFS
7,0.06238238238238238,DFS
40,0.06238238238238238,DFS
102,0.06238238238238238,DFS
112,0.06238238238238238,DFS
151,0.06238238238238238,DFS
283,0.06238238238238238,DFS
352,0.06238238238238238,DFS
365,0.06238238238238238,DFS
421,0.06238238238238238,DFS
443,0.06238238238238238,DFS
449,0.06238238238238238,DFS
500,0.06238238238238238,DFS
538,0.06238238238238238,DFS
543,0.06238238238238238,DFS
562,0.06238238238238238,DFS
624,0.06238238238238238,DFS
626,0.06238238238238238,DFS
665,0.06238238238238238,DFS
675,0.06238238238238238,DFS
681,0.06238238238238238,DFS
738,0.06238238238238238,DFS
795,0.06238238238238238,DFS
816,0.06238238238238238,DFS
837,0.06238238238238238,DFS
874,0.06238238238238238,DFS
970,0.06238238238238238,DFS
982,0.06238238238238238,DFS
73,0.06238238238238238,DFS
118,0.06238238238238238,DFS
138,0.06238238238238238,DFS
180,0.06238238238238238,DFS
289,0.06238238238238238,DFS
300,0.06238238238238238,DFS
335,0.06238238238238238,DFS
367,0.06238238238238238,DFS
431,0.06238238238238238,DFS
446,0.06238238238238238,DFS
483,0.06238238238238238,DFS
608,0.06238238238238238,DFS
662,0.06238238238238238,DFS
804,0.06238238238238238,DFS
830,0.06238238238238238,DFS
430,0.06238238238238238,DFS
64,0.06238238238238238,DFS
114,0.06238238238238238,DFS
205,0.06238238238238238,DFS
252,0.06238238238238238,DFS
290,0.06238238238238238,DFS
317,0.06238238238238238,DFS
366,0.06238238238238238,DFS
370,0.06238238238238238,DFS
372,0.06238238238238238,DFS
386,0.06238238238238238,DFS
548,0.06238238238238238,DFS
574,0.06238238238238238,DFS
604,0.06238238238238238,DFS
650,0.06238238238238238,DFS
746,0.06238238238238238,DFS
772,0.06238238238238238,DFS
773,0.06238238238238238,DFS
794,0.06238238238238238,DFS
835,0.06238238238238238,DFS
852,0.06238238238238238,DFS
921,0.06238238238238238,DFS
957,0.06238238238238238,DFS
959,0.06238238238238238,DFS
645,0.06238238238238238,DFS
14,0.06238238238238238,DFS
31,0.06238238238238238,DFS
99,0.06238238238238238,DFS
107,0.06238238238238238,DFS
299,0.06238238238238238,DFS
338,0.06238238238238238,DFS
355,0.06238238238238238,DFS
527,0.06238238238238238,DFS
576,0.06238238238238238,DFS
648,0.06238238238238238,DFS
663,0.06238238238238238,DFS
671,0.06238238238238238,DFS
755,0.06238238238238238,DFS
893,0.06238238238238238,DFS
968,0.06238238238238238,DFS
22,0.06238238238238238,DFS
38,0.06238238238238238,DFS
284,0.06238238238238238,DFS
364,0.06238238238238238,DFS
399,0.06238238238238238,DFS
573,0.06238238238238238,DFS
584,0.06238238238238238,DFS
727,0.06238238238238238,DFS
857,0.06238238238238238,DFS
860,0.06238238238238238,DFS
76,0.06238238238238238,DFS
895,0.06238238238238238,DFS
153,0.06238238238238238,DFS
0,0.06238238238238238,DFS
23,0.06238238238238238,DFS
50,0.06238238238238238,DFS
132,0.06238238238238238,DFS
143,0.06238238238238238,DFS
152,0.06238238238238238,DFS
163,0.06238238238238238,DFS
177,0.06238238238238238,DFS
198,0.06238238238238238,DFS
210,0.06238238238238238,DFS
239,0.06238238238238238,DFS
272,0.06238238238238238,DFS
301,0.06238238238238238,DFS
359,0.06238238238238238,DFS
380,0.06238238238238238,DFS
387,0.06238238238238238,DFS
396,0.06238238238238238,DFS
479,0.06238238238238238,DFS
524,0.06238238238238238,DFS
559,0.06238238238238238,DFS
599,0.06238238238238238,DFS
606,0.06238238238238238,DFS
619,0.06238238238238238,DFS
633,0.06238238238238238,DFS
694,0.06238238238238238,DFS
711,0.06238238238238238,DFS
782,0.06238238238238238,DFS
786,0.06238238238238238,DFS
789,0.06238238238238238,DFS
841,0.06238238238238238,DFS
872,0.06238238238238238,DFS
891,0.06238238238238238,DFS
905,0.06238238238238238,DFS
919,0.06238238238238238,DFS
939,0.06238238238238238,DFS
943,0.06238238238238238,DFS
946,0.06238238238238238,DFS
960,0.06238238238238238,DFS
975,0.06238238238238238,DFS
147,0.06238238238238238,DFS
145,0.06238238238238238,DFS
176,0.06238238238238238,DFS
405,0.06238238238238238,DFS
506,0.06238238238238238,DFS
547,0.06238238238238238,DFS
793,0.06238238238238238,DFS
829,0.06238238238238238,DFS
855,0.06238238238238238,DFS
995,0.06238238238238238,DFS
183,0.06238238238238238,DFS
251,0.06238238238238238,DFS
255,0.06238238238238238,DFS
280,0.06238238238238238,DFS
398,0.06238238238238238,DFS
469,0.06238238238238238,DFS
485,0.06238238238238238,DFS
530,0.06238238238238238,DFS
537,0.06238238238238238,DFS
638,0.06238238238238238,DFS
667,0.06238238238238238,DFS
691,0.06238238238238238,DFS
695,0.06238238238238238,DFS
760,0.06238238238238238,DFS
792,0.06238238238238238,DFS
831,0.06238238238238238,DFS
196,0.06238238238238238,DFS
12,0.06238238238238238,DFS
84,0.06238238238238238,DFS
133,0.06238238238238238,DFS
225,0.06238238238238238,DFS
382,0.06238238238238238,DFS
390,0.06238238238238238,DFS
499,0.06238238238238238,DFS
522,0.06238238238238238,DFS
595,0.06238238238238238,DFS
722,0.06238238238238238,DFS
761,0.06238238238238238,DFS
798,0.06238238238238238,DFS
579,0.06238238238238238,DFS
19,0.06238238238238238,DFS
625,0.06238238238238238,DFS
683,0.06238238238238238,DFS
777,0.06238238238238238,DFS
899,0.06238238238238238,DFS
955,0.06238238238238238,DFS
981,0.06238238238238238,DFS
989,0.06238238238238238,DFS
990,0.06238238238238238,DFS
819,0.06238238238238238,DFS
156,0.06238238238238238,DFS
166,0.06238238238238238,DFS
184,0.06238238238238238,DFS
248,0.06238238238238238,DFS
262,0.06238238238238238,DFS
318,0.06238238238238238,DFS
331,0.06238238238238238,DFS
363,0.06238238238238238,DFS
385,0.06238238238238238,DFS
444,0.06238238238238238,DFS
518,0.06238238238238238,DFS
536,0.06238238238238238,DFS
581,0.06238238238238238,DFS
582,0.06238238238238238,DFS
598,0.06238238238238238,DFS
647,0.06238238238238238,DFS
673,0.06238238238238238,DFS
732,0.06238238238238238,DFS
932,0.06238238238238238,DFS
115,0.06238238238238238,DFS
170,0.06238238238238238,DFS
464,0.06238238238238238,DFS
477,0.06238238238238238,DFS
509,0.06238238238238238,DFS
591,0.06238238238238238,DFS
618,0.06238238238238238,DFS
654,0.06238238238238238,DFS
741,0.06238238238238238,DFS
776,0.06238238238238238,DFS
963,0.06238238238238238,DFS
313,0.06238238238238238,DFS
925,0.06238238238238238,DFS
542,0.06238238238238238,DFS
634,0.06238238238238238,DFS
809,0.06238238238238238,DFS
814,0.06238238238238238,DFS
825,0.06238238238238238,DFS
927,0.06238238238238238,DFS
495,0.06238238238238238,DFS
442,0.06238238238238238,DFS
736,0.06238238238238238,DFS
737,0.06238238238238238,DFS
826,0.06238238238238238,DFS
864,0.06238238238238238,DFS
34,0.06238238238238238,DFS
59,0.06238238238238238,DFS
89,0.06238238238238238,DFS
103,0.06238238238238238,DFS
116,0.06238238238238238,DFS
179,0.06238238238238238,DFS
228,0.06238238238238238,DFS
368,0.06238238238238238,DFS
384,0.06238238238238238,DFS
521,0.06238238238238238,DFS
602,0.06238238238238238,DFS
311,0.06238238238238238,DFS
882,0.06238238238238238,DFS
188,0.06238238238238238,DFS
308,0.06238238238238238,DFS
323,0.06238238238238238,DFS
460,0.06238238238238238,DFS
513,0.06238238238238238,DFS
577,0.06238238238238238,DFS
785,0.06238238238238238,DFS
41,0.06238238238238238,DFS
37,0.06238238238238238,DFS
337,0.06238238238238238,DFS
714,0.06238238238238238,DFS
784,0.06238238238238238,DFS
68,0.06238238238238238,DFS
4,0.06238238238238238,DFS
169,0.06238238238238238,DFS
190,0.06238238238238238,DFS
197,0.06238238238238238,DFS
243,0.06238238238238238,DFS
336,0.06238238238238238,DFS
395,0.06238238238238238,DFS
556,0.06238238238238238,DFS
585,0.06238238238238238,DFS
934,0.06238238238238238,DFS
767,0.06238238238238238,DFS
259,0.06238238238238238,DFS
889,0.06238238238238238,DFS
978,0.06238238238238238,DFS
799,0.06238238238238238,DFS
199,0.06238238238238238,DFS
209,0.06238238238238238,DFS
480,0.06238238238238238,DFS
696,0.06238238238238238,DFS
870,0.06238238238238238,DFS
306,0.06238238238238238,DFS
566,0.06238238238238238,DFS
735,0.06238238238238238,DFS
928,0.06238238238238238,DFS
950,0.06238238238238238,DFS
717,0.06238238238238238,DFS
342,0.06238238238238238,DFS
235,0.06238238238238238,DFS
302,0.06238238238238238,DFS
428,0.06238238238238238,DFS
651,0.06238238238238238,DFS
658,0.06238238238238238,DFS
931,0.06238238238238238,DFS
973,0.06238238238238238,DFS
998,0.06238238238238238,DFS
468,0.06238238238238238,DFS
844,0.06238238238238238,DFS
850,0.06238238238238238,DFS
992,0.06238238238238238,DFS
778,0.06238238238238238,DFS
121,0.06238238238238238,DFS
436,0.06238238238238238,DFS
868,0.06238238238238238,DFS
369,0.06238238238238238,DFS
666,0.06238238238238238,DFS
788,0.06238238238238238,DFS
900,0.06238238238238238,DFS
994,0.06238238238238238,DFS
303,0.06238238238238238,DFS
